conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.079673,0.01988,3.3634,2.56,0.045922,0.1432,26.795,6163,2471.5
0.079673,0.01988,9.1013,3.5,0.15928,0.22996,11.041,12557,7852.5
0.079673,0.01988,18.037,3.5,0.22634,0.31539,9.4511,12282,9223
0.079673,0.01988,28.522,3.5,0.27192,0.33509,5.5673,12497,10020
0.079673,0.01988,41.18,3.5,0.3034,0.37152,4.3487,12082,9755.5
0.079673,0.01988,56.426,3.5,0.33723,0.39964,3.7251,11810,11047
0.079673,0.01988,72.412,3.08,0.36382,0.4089,3.7028,12198,10847
0.079673,0.01988,92.276,3.18,0.38343,0.41375,2.8066,11572,11372
0.079673,0.01988,112.37,3.3,0.40553,0.4301,2.4939,11886,11768
0.079673,0.01988,131.45,3.18,0.42712,0.43481,2.4478,12268,11994
0.079673,0.01988,149.55,3.15,0.45341,0.44061,2.1561,12968,12250
0.079673,0.01988,167.71,3.15,0.46886,0.44475,1.9429,13019,12162
0.079673,0.01988,182.21,3.14,0.48882,0.45613,1.9747,13401,12467
0.079673,0.01988,201.47,3.38,0.50169,0.47273,1.8828,13023,12514
0.079673,0.01988,214.78,3.28,0.5184,0.47214,1.8283,13145,12616
0.079673,0.01988,228.7,3.47,0.52943,0.48635,1.8519,12989,12404
0.079673,0.01988,246,3.5,0.53927,0.49969,1.7691,12876,12598
0.079673,0.01988,262.58,3.5,0.54959,0.50343,1.6865,12922,12600
0.079673,0.01988,280.13,3.5,0.5607,0.5027,1.6197,13020,12686
0.079673,0.01988,289.42,3.5,0.57039,0.51209,1.5954,12932,12668
